2018-09-12 14:18:47,497 - INFO - Experiment dir: [results/search-EXP-20180912-141847]
2018-09-12 14:18:53,150 - INFO - Loaded model from [./pre_trained/resnet_cifar10_trained_32_bit_deeper/model_best.pth.tar]
2018-09-12 14:18:53,150 - INFO - checkpoint validation accuracy:[91.06000]
2018-09-12 14:18:53,159 - INFO - GPU:[0]
2018-09-12 14:18:53,159 - INFO - args = Namespace(MaxBopsBits=2, arch_learning_rate=0.2, arch_weight_decay=0.001, batch_size=256, bitwidth=[2], bopsCounter='discrete', cutout=False, cutout_length=16, data='../data/', dataset='cifar10', device='cuda:0', drop_path_prob=0.3, epochs=[10], gpu=[0], grad_clip=5, kernel=[3], learning_rate=0.01, learning_rate_min=1e-08, lmbda=0.0, loadedOpsWithDiffWeights=False, loss='UniqLoss', maxBops=19850240.0, model='resnet', momentum=0.9, nBitsMax=3, nBitsMin=1, nCopies=2, pre_trained='./pre_trained/resnet_cifar10_trained_32_bit_deeper/model_best.pth.tar', propagate=False, report_freq=1, save='results/search-EXP-20180912-141847', seed=2, trainFolder='train', train_portion=0.5, unrolled=False, weight_decay=0.0001, workers=1)
2018-09-12 14:18:53,160 - INFO - param size = 0.272474MB
2018-09-12 14:18:53,161 - INFO - Learnable params:[65]
2018-09-12 14:18:53,161 - INFO - Ops per layer:[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2018-09-12 14:18:53,161 - INFO - nPerms:[1]
2018-09-12 14:18:55,187 - INFO - nEpochs:[230]
2018-09-12 14:18:55,187 - INFO - epochsSwitchStage:[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200, 210, 220]
2018-09-12 14:19:04,474 - INFO - Epoch:[1] , training accuracy:[94.492] , training loss:[0.155] , optimizer_lr:[0.01000]
2018-09-12 14:19:13,192 - INFO - Epoch:[2] , training accuracy:[95.540] , training loss:[0.129] , optimizer_lr:[0.01000]
2018-09-12 14:19:22,704 - INFO - Epoch:[3] , training accuracy:[95.960] , training loss:[0.115] , optimizer_lr:[0.01000]
2018-09-12 14:19:31,410 - INFO - Epoch:[4] , training accuracy:[96.044] , training loss:[0.115] , optimizer_lr:[0.01000]
2018-09-12 14:19:40,068 - INFO - Epoch:[5] , training accuracy:[96.444] , training loss:[0.108] , optimizer_lr:[0.00999]
2018-09-12 14:19:48,682 - INFO - Epoch:[6] , training accuracy:[96.412] , training loss:[0.104] , optimizer_lr:[0.00999]
2018-09-12 14:19:58,103 - INFO - Epoch:[7] , training accuracy:[96.608] , training loss:[0.101] , optimizer_lr:[0.00998]
2018-09-12 14:20:07,032 - INFO - Epoch:[8] , training accuracy:[96.536] , training loss:[0.097] , optimizer_lr:[0.00998]
2018-09-12 14:20:15,867 - INFO - Epoch:[9] , training accuracy:[96.648] , training loss:[0.097] , optimizer_lr:[0.00997]
2018-09-12 14:20:24,452 - INFO - Epoch:[10] , training accuracy:[96.896] , training loss:[0.092] , optimizer_lr:[0.00996]
2018-09-12 14:20:28,097 - INFO - Epoch:[10] , validation accuracy:[9.990] , validation loss:[3.063] , OptBopsRatio:[1.000]
2018-09-12 14:20:36,731 - INFO - Epoch:[11] , training accuracy:[95.388] , training loss:[0.128] , optimizer_lr:[0.00996]
2018-09-12 14:20:45,404 - INFO - Epoch:[12] , training accuracy:[96.464] , training loss:[0.099] , optimizer_lr:[0.00996]
2018-09-12 14:20:54,072 - INFO - Epoch:[13] , training accuracy:[96.836] , training loss:[0.089] , optimizer_lr:[0.00996]
2018-09-12 14:21:02,806 - INFO - Epoch:[14] , training accuracy:[96.988] , training loss:[0.086] , optimizer_lr:[0.00995]
2018-09-12 14:21:11,381 - INFO - Epoch:[15] , training accuracy:[97.200] , training loss:[0.082] , optimizer_lr:[0.00995]
2018-09-12 14:21:20,440 - INFO - Epoch:[16] , training accuracy:[97.436] , training loss:[0.074] , optimizer_lr:[0.00995]
2018-09-12 14:21:28,968 - INFO - Epoch:[17] , training accuracy:[97.428] , training loss:[0.074] , optimizer_lr:[0.00994]
2018-09-12 14:21:37,865 - INFO - Epoch:[18] , training accuracy:[97.544] , training loss:[0.071] , optimizer_lr:[0.00993]
2018-09-12 14:21:47,267 - INFO - Epoch:[19] , training accuracy:[97.620] , training loss:[0.069] , optimizer_lr:[0.00992]
2018-09-12 14:21:56,461 - INFO - Epoch:[20] , training accuracy:[97.756] , training loss:[0.067] , optimizer_lr:[0.00992]
2018-09-12 14:21:59,816 - INFO - Epoch:[20] , validation accuracy:[10.660] , validation loss:[2.968] , OptBopsRatio:[1.000]
2018-09-12 14:22:08,947 - INFO - Epoch:[21] , training accuracy:[96.816] , training loss:[0.090] , optimizer_lr:[0.00992]
2018-09-12 14:22:17,859 - INFO - Epoch:[22] , training accuracy:[97.116] , training loss:[0.081] , optimizer_lr:[0.00991]
2018-09-12 14:22:26,361 - INFO - Epoch:[23] , training accuracy:[97.480] , training loss:[0.075] , optimizer_lr:[0.00991]
2018-09-12 14:22:35,310 - INFO - Epoch:[24] , training accuracy:[97.516] , training loss:[0.073] , optimizer_lr:[0.00991]
2018-09-12 14:22:44,134 - INFO - Epoch:[25] , training accuracy:[97.560] , training loss:[0.068] , optimizer_lr:[0.00990]
2018-09-12 14:22:52,845 - INFO - Epoch:[26] , training accuracy:[97.832] , training loss:[0.066] , optimizer_lr:[0.00990]
2018-09-12 14:23:01,451 - INFO - Epoch:[27] , training accuracy:[97.952] , training loss:[0.062] , optimizer_lr:[0.00989]
2018-09-12 14:23:10,173 - INFO - Epoch:[28] , training accuracy:[97.972] , training loss:[0.060] , optimizer_lr:[0.00989]
2018-09-12 14:23:18,961 - INFO - Epoch:[29] , training accuracy:[97.952] , training loss:[0.061] , optimizer_lr:[0.00988]
2018-09-12 14:23:28,089 - INFO - Epoch:[30] , training accuracy:[98.144] , training loss:[0.057] , optimizer_lr:[0.00987]
2018-09-12 14:23:31,810 - INFO - Epoch:[30] , validation accuracy:[10.000] , validation loss:[2.630] , OptBopsRatio:[1.000]
2018-09-12 14:23:40,822 - INFO - Epoch:[31] , training accuracy:[97.356] , training loss:[0.075] , optimizer_lr:[0.00987]
2018-09-12 14:23:49,435 - INFO - Epoch:[32] , training accuracy:[97.736] , training loss:[0.068] , optimizer_lr:[0.00987]
2018-09-12 14:23:58,420 - INFO - Epoch:[33] , training accuracy:[97.972] , training loss:[0.061] , optimizer_lr:[0.00987]
2018-09-12 14:24:07,181 - INFO - Epoch:[34] , training accuracy:[98.032] , training loss:[0.057] , optimizer_lr:[0.00986]
2018-09-12 14:24:16,384 - INFO - Epoch:[35] , training accuracy:[98.040] , training loss:[0.057] , optimizer_lr:[0.00986]
2018-09-12 14:24:25,206 - INFO - Epoch:[36] , training accuracy:[98.168] , training loss:[0.055] , optimizer_lr:[0.00985]
2018-09-12 14:24:33,863 - INFO - Epoch:[37] , training accuracy:[98.356] , training loss:[0.052] , optimizer_lr:[0.00985]
2018-09-12 14:24:42,826 - INFO - Epoch:[38] , training accuracy:[98.312] , training loss:[0.050] , optimizer_lr:[0.00984]
2018-09-12 14:24:51,656 - INFO - Epoch:[39] , training accuracy:[98.400] , training loss:[0.048] , optimizer_lr:[0.00983]
2018-09-12 14:25:00,125 - INFO - Epoch:[40] , training accuracy:[98.324] , training loss:[0.050] , optimizer_lr:[0.00982]
2018-09-12 14:25:03,680 - INFO - Epoch:[40] , validation accuracy:[10.220] , validation loss:[2.703] , OptBopsRatio:[1.000]
2018-09-12 14:25:12,575 - INFO - Epoch:[41] , training accuracy:[98.232] , training loss:[0.054] , optimizer_lr:[0.00982]
2018-09-12 14:25:22,102 - INFO - Epoch:[42] , training accuracy:[98.288] , training loss:[0.053] , optimizer_lr:[0.00982]
2018-09-12 14:25:30,798 - INFO - Epoch:[43] , training accuracy:[98.284] , training loss:[0.050] , optimizer_lr:[0.00982]
2018-09-12 14:25:40,039 - INFO - Epoch:[44] , training accuracy:[98.432] , training loss:[0.048] , optimizer_lr:[0.00982]
2018-09-12 14:25:48,766 - INFO - Epoch:[45] , training accuracy:[98.456] , training loss:[0.046] , optimizer_lr:[0.00981]
2018-09-12 14:25:57,930 - INFO - Epoch:[46] , training accuracy:[98.568] , training loss:[0.046] , optimizer_lr:[0.00981]
2018-09-12 14:26:06,658 - INFO - Epoch:[47] , training accuracy:[98.536] , training loss:[0.045] , optimizer_lr:[0.00980]
2018-09-12 14:26:15,717 - INFO - Epoch:[48] , training accuracy:[98.548] , training loss:[0.044] , optimizer_lr:[0.00979]
2018-09-12 14:26:24,490 - INFO - Epoch:[49] , training accuracy:[98.688] , training loss:[0.043] , optimizer_lr:[0.00979]
2018-09-12 14:26:33,444 - INFO - Epoch:[50] , training accuracy:[98.620] , training loss:[0.043] , optimizer_lr:[0.00978]
2018-09-12 14:26:37,154 - INFO - Epoch:[50] , validation accuracy:[13.540] , validation loss:[2.610] , OptBopsRatio:[1.000]
2018-09-12 14:26:45,916 - INFO - Epoch:[51] , training accuracy:[96.880] , training loss:[0.087] , optimizer_lr:[0.00978]
2018-09-12 14:26:54,578 - INFO - Epoch:[52] , training accuracy:[97.500] , training loss:[0.069] , optimizer_lr:[0.00978]
2018-09-12 14:27:04,038 - INFO - Epoch:[53] , training accuracy:[97.776] , training loss:[0.063] , optimizer_lr:[0.00977]
2018-09-12 14:27:12,526 - INFO - Epoch:[54] , training accuracy:[97.832] , training loss:[0.062] , optimizer_lr:[0.00977]
2018-09-12 14:27:22,747 - INFO - Epoch:[55] , training accuracy:[97.828] , training loss:[0.060] , optimizer_lr:[0.00977]
2018-09-12 14:27:31,446 - INFO - Epoch:[56] , training accuracy:[98.132] , training loss:[0.056] , optimizer_lr:[0.00976]
2018-09-12 14:27:40,073 - INFO - Epoch:[57] , training accuracy:[98.116] , training loss:[0.054] , optimizer_lr:[0.00976]
2018-09-12 14:27:49,113 - INFO - Epoch:[58] , training accuracy:[97.976] , training loss:[0.059] , optimizer_lr:[0.00975]
2018-09-12 14:27:58,376 - INFO - Epoch:[59] , training accuracy:[98.268] , training loss:[0.053] , optimizer_lr:[0.00974]
2018-09-12 14:28:07,639 - INFO - Epoch:[60] , training accuracy:[98.252] , training loss:[0.051] , optimizer_lr:[0.00973]
2018-09-12 14:28:11,294 - INFO - Epoch:[60] , validation accuracy:[15.480] , validation loss:[2.327] , OptBopsRatio:[1.000]
2018-09-12 14:28:20,120 - INFO - Epoch:[61] , training accuracy:[98.040] , training loss:[0.056] , optimizer_lr:[0.00973]
2018-09-12 14:28:29,173 - INFO - Epoch:[62] , training accuracy:[98.332] , training loss:[0.048] , optimizer_lr:[0.00973]
2018-09-12 14:28:38,673 - INFO - Epoch:[63] , training accuracy:[98.540] , training loss:[0.047] , optimizer_lr:[0.00973]
2018-09-12 14:28:47,680 - INFO - Epoch:[64] , training accuracy:[98.652] , training loss:[0.042] , optimizer_lr:[0.00973]
2018-09-12 14:28:56,279 - INFO - Epoch:[65] , training accuracy:[98.492] , training loss:[0.045] , optimizer_lr:[0.00972]
2018-09-12 14:29:05,282 - INFO - Epoch:[66] , training accuracy:[98.556] , training loss:[0.043] , optimizer_lr:[0.00972]
